date_key	buyer_code_sahamdari	buyer_code_melli	buyer_mahal_sodoor	type_of_buyer	buyer_broker_name	buyer_broker_code	seller_code_sahamdari	seller_code_melli	seller_mahal_sodoor	type_of_seller	seller_broker_name	seller_broker_code	number_of_units	price
14020309	xxxx	yyyy	مشکین‌شهر	حقیقی ایرانی	مشتری‌الکترونیکی‌راهنمای‌سرمایه‌گذاران	5W	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌ارزش‌آفرین‌الوند	7a	2000	18990
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌ارزش‌آفرین‌الوند	7a	704	18980
14020308	xxxx	yyyy	ورامین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	رامهرمز	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	4	18700
14020308	xxxx	yyyy	مراغه	حقیقی ایرانی	مشتری‌الکترونیکی‌کاریزما2-رایان	Og	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	270	18650
14020308	xxxx	yyyy	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اراک	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18580
14020309	xxxx	yyyy	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	529	18860
14020309	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	3860	18870
14020307	xxxx	yyyy	خوانسار	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	400	18240
14020307	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	233	18230
14020309	xxxx	yyyy	شاهین‌دژ	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	1095	18860
14020309	xxxx	yyyy	ملکان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	4338	18800
14020307	xxxx	yyyy	کرج	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	2146	18230
14020309	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌کارگزاری‌آرمان‌تدبیرنقش‌جهان	u4	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	3828	18810
14020309	xxxx	yyyy	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	120	18820
14020309	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	5000	18870
14020309	xxxx	yyyy	اردکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	90	18860
14020307	xxxx	yyyy	جوانرود	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	1221	18230
14020309	xxxx	yyyy	جوین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	53	18870
14020308	xxxx	yyyy	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	کنگاور	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	3	18570
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	جهرم	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1000	18650
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	جهرم	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	2000	18680
14020307	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	آمل	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	548	18200
14020307	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	آمل	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	2211	18180
14020308	xxxx	yyyy	مراغه	حقیقی ایرانی	مشتری‌الکترونیکی‌کاریزما2-رایان	Og	ssss	zzzz	اراک	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1020	18650
14020309	xxxx	yyyy	میامی	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌سپه	3P	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	300	18800
14020309	xxxx	yyyy	اسکو	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	436	18800
14020309	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	246	18800
14020309	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	285	18800
14020309	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	266	18800
14020309	xxxx	yyyy	شمیران	حقیقی ایرانی	مشتری‌الکترونیکی‌اطمینان‌سهم	4E	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	616	18800
14020309	xxxx	yyyy	شمیران	حقیقی ایرانی	مشتری‌الکترونیکی‌اطمینان‌سهم	4E	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	2384	18800
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	3530	18800
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	5000	18800
14020309	xxxx	yyyy	آمل	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	275	18800
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌صباجهاد	q5	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	4715	18800
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌صباجهاد	q5	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	5000	18800
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌صباجهاد	q5	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1470	18800
14020309	xxxx	yyyy	باغ‌ ملک	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	293	18920
14020309	xxxx	yyyy	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	10000	18800
14020309	xxxx	yyyy	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	3732	18800
14020309	xxxx	yyyy	شمیران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	111	18800
14020309	xxxx	yyyy	اسکو	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1634	18800
14020308	xxxx	yyyy	خرامه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	280	18680
14020307	xxxx	yyyy	استان‌قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	273	18470
14020307	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	5227	18470
14020309	xxxx	yyyy	لارستان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1061	18830
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌پاسارگاد1	4W	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	500	18880
14020309	xxxx	yyyy	کرج	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	2196	18830
14020309	xxxx	yyyy	نوشهر	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	743	18830
14020309	xxxx	yyyy	لار	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	300	18880
14020309	xxxx	yyyy	رفسنجان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1587	18880
14020308	xxxx	yyyy	اردکان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1604	18700
14020308	xxxx	yyyy	بهار	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	2451	18780
14020308	xxxx	yyyy	بهار	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	20000	18770
14020308	xxxx	yyyy	بهار	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	39986	18660
14020309	xxxx	yyyy	بهار	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	235	18940
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	5000	18660
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	7094	18660
14020308	xxxx	yyyy	کازرون	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	353	18800
14020308	xxxx	yyyy	کازرون	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	299	18700
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تدبیرگران‌فردا	3T	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	5760	18800
14020308	xxxx	yyyy	آباده	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1329	18780
14020308	xxxx	yyyy	آباده	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	2670	18700
14020309	xxxx	yyyy	تهران	حقوقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	5000	18970
14020308	xxxx	yyyy	نقده	حقیقی ایرانی	مشتری‌الکترونیکی‌آبان	3X	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	5000	18730
14020308	xxxx	yyyy	ورامین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	10000	18690
14020308	xxxx	yyyy	ورامین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	5000	18730
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	3000	18770
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	2000	18800
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	300	18660
14020308	xxxx	yyyy	کوهدشت	حقیقی ایرانی	مشتری‌الکترونیکی‌بورس‌بیمه‌ایران	3E	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	208	18800
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌توسعه‌اندیشه‌دانا-رایان	3V	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	5000	18980
14020309	xxxx	yyyy	مشکین‌شهر	حقیقی ایرانی	مشتری‌الکترونیکی‌راهنمای‌سرمایه‌گذاران	5W	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	5000	18990
14020309	xxxx	yyyy	مشکین‌شهر	حقیقی ایرانی	مشتری‌الکترونیکی‌راهنمای‌سرمایه‌گذاران	5W	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	5000	18990
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	3413	18880
14020308	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تویسرکان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1930	18700
14020309	xxxx	yyyy	شبستر	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌توسعه‌معاملات‌کیان‌-مبنا	Ii	200	18850
14020309	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌توسعه‌معاملات‌کیان‌-مبنا	Ii	2800	18850
14020307	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	2250	18160
14020308	xxxx	yyyy	ورامین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	دشتی	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18690
14020309	xxxx	yyyy	رامهرمز	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اباده	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	1214	18870
14020309	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	ری	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	2400	18840
14020309	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1466	18840
14020308	xxxx	yyyy	تربت‌ حیدریه	حقیقی ایرانی	مشتری‌الکترونیکی‌اردیبهشت‌ایرانیان	3W	ssss	zzzz	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌اندیشه‌وبینش‌پیشرو	4S	348	18590
14020308	xxxx	yyyy	سبزوار	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌اندیشه‌وبینش‌پیشرو	4S	317	18590
14020308	xxxx	yyyy	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌اندیشه‌وبینش‌پیشرو	4S	236	18590
14020308	xxxx	yyyy	مراغه	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌اندیشه‌وبینش‌پیشرو	4S	12216	18590
14020308	xxxx	yyyy	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	ssss	zzzz	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌اندیشه‌وبینش‌پیشرو	4S	1702	18590
14020308	xxxx	yyyy	خرامه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	مشکین‌شهر	حقیقی ایرانی	مشتری‌الکترونیکی‌توسعه‌معاملات‌کیان‌-مبنا	Ii	3	18590
14020308	xxxx	yyyy	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	یزد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	98	18570
14020308	xxxx	yyyy	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	یزد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	200	18570
14020308	xxxx	yyyy	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	یزد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	2	18570
14020307	xxxx	yyyy	ملایر	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	78	18410
14020307	xxxx	yyyy	شوش	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	350	18390
14020307	xxxx	yyyy	خرم‌ آباد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	275	18390
14020307	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌کشاورزی	3K	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	166	18390
14020307	xxxx	yyyy	مرکزی‌  نهبندان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	709	18390
14020307	xxxx	yyyy	شوش	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	422	18410
14020308	xxxx	yyyy	خرامه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌دانایان‌پارس	Ad	97700	18600
14020307	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	18200
14020307	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	80	18170
14020309	xxxx	yyyy	چناران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	1935	18890
14020307	xxxx	yyyy	کرج	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اراک	حقیقی ایرانی	مشتری‌الکترونیکی‌اردیبهشت‌ایرانیان	3W	1050	18230
14020307	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	شیراز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	231	18160
14020308	xxxx	yyyy	خرامه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	بوکان	حقیقی ایرانی	مشتری‌الکترونیکی‌ کارگزاری‌ باهنر- رایان	Mj	260	18650
14020309	xxxx	yyyy	صحنه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	خرامه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	750	18830
14020309	xxxx	yyyy	اسکو	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	هشترود	حقیقی ایرانی	مشتری‌الکترونیکی‌توانا	5J	164	18850
14020309	xxxx	yyyy	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	هشترود	حقیقی ایرانی	مشتری‌الکترونیکی‌توانا	5J	100	18850
14020309	xxxx	yyyy	شاهرود	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	هشترود	حقیقی ایرانی	مشتری‌الکترونیکی‌توانا	5J	785	18950
14020309	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	هشترود	حقیقی ایرانی	مشتری‌الکترونیکی‌توانا	5J	418	18850
14020309	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	هشترود	حقیقی ایرانی	مشتری‌الکترونیکی‌توانا	5J	12823	18820
14020308	xxxx	yyyy	ورامین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	نهاوند	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	260	18720
14020307	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1500	18470
14020309	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	81	18880
14020309	xxxx	yyyy	شهرری	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	فیروزآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	300	18840
14020309	xxxx	yyyy	بندر دیلم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	فیروزآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	77	18900
14020309	xxxx	yyyy	شاهرود	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	فیروزآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	193	18900
